# Sphero Kalman Filter Data
"# Each row: [timestamp, seq, dt_s, theta, roll, pitch, vel_x, vel_y, v_forward, gyro_z, accel_x, accel_y, accel_z] -- all values are directly from Sphero sensors. Conversions: accel raw in g, *9.81 for m/s^2; gyro raw in deg/s, *pi/180 for rad/s; velocity raw in mm/s, /1000 for m/s; v_forward is projection onto heading (see code)."
"timestamp (monotonic, s)",seq,dt_s,theta (rad),roll (deg),pitch (deg),vel_x (mm/s),vel_y (mm/s),v_forward (m/s),gyro_z (rad/s),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
4577053.144743,817,0.012530,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.155094,818,0.010352,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.166561,819,0.011466,0.040049,-0.501402,4.514948,0.065192,-1.149226,0.000019,0.089195,0.000073,-0.719014,9.763016
4577053.179100,820,0.012539,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.191637,821,0.012537,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.203194,822,0.011557,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.215735,823,0.012541,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.225917,824,0.010182,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.237200,825,0.011283,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.249244,826,0.012044,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.261676,827,0.012432,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.273450,828,0.011773,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.285632,829,0.012182,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.298156,830,0.012524,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.309107,831,0.010952,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.321129,832,0.012022,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.332115,833,0.010986,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.343327,834,0.011212,0.033091,-1.097234,2.113696,-0.473418,14.273353,-0.000001,-0.855249,0.324076,0.113394,8.880645
4577053.355853,835,0.012526,-0.004565,-2.636880,3.124212,0.146907,4.885519,0.000125,-0.404654,-0.580937,-0.669039,9.631325
